#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel,si,ni
0,NewPanel,1,0,7.0/5.5/5.5/3.5/3.5/3.5/5.5/7.0/5.5,0.13277840614318848,0.13277840614318848,None,1,[0 0 1 1 1 1 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
1,MAB,1,1,7.0/5.5/5.5/5.5/5.5/5.5/5.5/7.0/5.5,0.007958412170410156,0.14073681831359863,None,0,[0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[2. 1. 1. 1. 1. 1. 1.]
2,MAB,1,2,2.5/4.0/4.0/4.0/4.0/4.0/4.0/2.5/4.0,0.0068624019622802734,0.1475992202758789,None,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[2. 2. 1. 1. 1. 1. 1.]
3,MAB,1,3,2.75/3.75/3.75/3.75/3.75/3.75/3.75/2.75/3.75,0.006670475006103516,0.15426969528198242,None,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 1. 1. 1. 1.]
4,MAB,1,4,3.0/3.5/3.5/3.5/3.5/3.5/3.5/3.0/3.5,0.006486177444458008,0.16075587272644043,None,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 1. 1. 1.]
5,MAB,1,5,2.75/3.25/3.25/3.25/3.25/3.25/3.25/2.75/3.25,0.00651097297668457,0.167266845703125,None,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 1. 1.]
6,MAB,1,6,2.5/3.0/3.0/3.0/3.0/3.0/3.0/2.5/3.0,0.006445169448852539,0.17371201515197754,None,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 2. 1.]
7,MAB,1,7,2.75/2.75/2.75/2.75/2.75/2.75/2.75/2.75/2.75,0.006291866302490234,0.18000388145446777,None,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 2. 2.]
8,MAB,1,9,2.75/2.75/2.75/2.75/2.75/2.75/0.75/0.75/0.75,0.00640106201171875,0.18640494346618652,6,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0],[2. 1. 1. 1. 1. 1. 1.],[3. 2. 2. 2. 2. 2. 2.]
9,NewPanel,2,0,7.0/7.0/5.5/3.5/5.0/3.5/7.0/5.5,0.06286859512329102,0.24927353858947754,None,1,[0 0 1 1 1 1 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1],[2. 1. 1. 1. 1. 1. 1.],[3. 2. 2. 2. 2. 2. 2.]
