#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,4.25/4.0,0.009274959564208984,0.009274959564208984,None,1,[1 0 1 1 1 1 2 0 0 0 0 0 0 1 1 1 1]
1,Egreedy,1,1,4.0/3.75,0.0053462982177734375,0.014621257781982422,None,1,[1 0 1 0 1 1 2 0 0 0 0 0 0 1 1 1 1]
2,Egreedy,1,2,3.75/3.5,0.03885912895202637,0.05348038673400879,None,2,[1 0 0 0 1 1 2 0 0 0 0 0 0 1 1 1 1]
3,Egreedy,1,3,3.75/1.5,0.004974365234375,0.05845475196838379,None,1,[1 0 0 0 1 1 0 0 0 0 0 2 0 1 1 1 1]
4,Egreedy,1,4,3.75/2.0,0.004900693893432617,0.0633554458618164,None,1,[1 0 0 0 1 1 0 0 0 0 0 2 2 0 0 0 0]
5,Egreedy,1,5,2.75/1.5,0.03312206268310547,0.09647750854492188,None,4,[1 0 1 0 1 0 0 1 0 0 1 2 0 0 0 0 0]
6,Egreedy,1,6,1.75/2.0,0.01977252960205078,0.11625003814697266,None,4,[1 2 0 0 0 0 0 1 0 1 1 2 0 0 0 1 0]
7,Egreedy,1,7,0.75/3.0,0.005316495895385742,0.1215665340423584,None,1,[1 2 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0]
8,Egreedy,1,8,0.5/2.75,0.004707813262939453,0.12627434730529785,None,1,[1 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0]
9,Egreedy,1,9,1.25/4.0,0.004978656768798828,0.13125300407409668,None,1,[1 2 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0]
10,Egreedy,1,10,2.25/3.0,0.019480466842651367,0.15073347091674805,None,4,[1 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0]
11,Egreedy,1,11,2.5/3.25,0.015634536743164062,0.1663680076599121,None,3,[1 0 0 0 1 0 0 0 1 0 1 0 2 0 0 0 0]
12,Egreedy,1,12,2.5/3.25,0.016495466232299805,0.18286347389221191,None,3,[1 0 0 0 1 0 0 1 0 0 1 0 2 0 0 0 0]
13,Egreedy,1,13,2.5/1.25,0.006852626800537109,0.18971610069274902,None,1,[1 0 0 0 1 0 0 1 0 0 1 2 0 0 0 0 0]
14,Egreedy,1,14,3.0/0.75,0.0051805973052978516,0.19489669799804688,None,1,[0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0]
15,Egreedy,1,15,3.25/1.0,0.04659628868103027,0.24149298667907715,None,5,[0 0 0 0 1 0 0 0 1 1 0 2 0 0 0 0 0]
16,Egreedy,1,16,3.25/3.0,0.012713909149169922,0.25420689582824707,None,2,[0 0 1 0 1 0 0 0 0 1 0 0 2 0 0 0 0]
17,Egreedy,1,17,2.0/4.25,0.05893087387084961,0.3131377696990967,None,9,[1 2 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0]
18,Egreedy,1,18,3.0/3.25,0.0060558319091796875,0.31919360160827637,None,1,[1 0 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0]
19,Egreedy,1,19,3.25/1.5,0.01218414306640625,0.3313777446746826,None,2,[1 0 1 0 0 0 0 1 1 1 0 2 0 0 0 0 0]
20,Egreedy,1,20,2.0/2.25,0.012078285217285156,0.3434560298919678,None,2,[1 2 0 0 0 0 0 1 1 1 0 2 0 0 0 0 0]
21,Egreedy,1,21,1.25/3.0,0.006091594696044922,0.3495476245880127,None,1,[0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0]
22,Egreedy,1,22,3.25/3.0,0.023439645767211914,0.3729872703552246,None,4,[0 0 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0]
