#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,4.25/4.0,0.00512242317199707,0.00512242317199707,None,1,[1 0 1 1 1 1 2 0 0 0 0 0 0 1 1 1 1]
1,Egreedy,1,1,4.0/3.75,0.025635957717895508,0.030758380889892578,None,1,[1 0 1 0 1 1 2 0 0 0 0 0 0 1 1 1 1]
2,Egreedy,1,2,3.75/3.5,0.010095357894897461,0.04085373878479004,None,2,[1 0 0 0 1 1 2 0 0 0 0 0 0 1 1 1 1]
3,Egreedy,1,3,3.75/4.0,0.00932621955871582,0.05017995834350586,None,2,[1 0 0 0 1 1 2 0 0 0 0 0 2 0 0 0 0]
4,Egreedy,1,4,3.0/3.25,0.026860475540161133,0.07704043388366699,None,2,[1 0 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0]
5,Egreedy,1,5,3.75/4.0,0.010446310043334961,0.08748674392700195,None,2,[1 0 1 0 1 0 2 0 0 0 0 0 2 0 0 0 0]
6,Egreedy,1,6,4.0/2.25,0.0398867130279541,0.12737345695495605,None,7,[1 0 1 0 1 1 2 0 0 0 0 2 0 0 0 0 0]
7,Egreedy,1,7,3.0/1.25,0.0062444210052490234,0.13361787796020508,None,1,[1 0 1 0 1 1 0 0 0 0 0 2 0 0 0 0 0]
8,Egreedy,1,8,4.0/2.25,0.05646204948425293,0.190079927444458,None,4,[1 0 1 0 0 1 2 0 0 0 0 2 0 1 0 0 0]
9,Egreedy,1,9,3.75/2.0,0.033251047134399414,0.22333097457885742,None,3,[1 0 1 0 0 1 2 0 0 0 0 2 0 0 0 0 0]
10,Egreedy,1,10,5.0/2.75,0.03578805923461914,0.25911903381347656,None,4,[0 0 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0]
11,Egreedy,1,11,4.25/2.0,0.005934715270996094,0.26505374908447266,None,1,[0 0 1 0 0 1 2 0 0 0 0 2 0 0 0 0 1]
12,Egreedy,1,12,3.25/1.0,0.005975484848022461,0.2710292339324951,None,1,[0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 1]
13,Egreedy,1,13,4.0/1.75,0.006047248840332031,0.27707648277282715,None,1,[0 0 1 0 0 1 0 0 0 0 0 2 2 0 0 0 0]
14,Egreedy,1,14,3.5/1.25,0.01685953140258789,0.29393601417541504,None,3,[0 0 1 0 0 1 0 1 0 1 0 2 0 0 0 0 0]
15,Egreedy,1,15,2.75/2.5,0.00574040412902832,0.29967641830444336,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
16,Egreedy,1,16,1.25/3.5,0.0910496711730957,0.39072608947753906,None,14,[1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
17,Egreedy,1,17,3.75/1.5,0.005897998809814453,0.3966240882873535,None,1,[0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 0 0]
18,Egreedy,1,18,3.75/1.5,0.028691768646240234,0.42531585693359375,None,5,[0 0 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0]
19,Egreedy,1,19,1.75/2.0,0.02888655662536621,0.45420241355895996,None,5,[1 2 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0]
20,Egreedy,1,20,1.5/1.75,0.01762104034423828,0.47182345390319824,None,3,[1 2 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0]
21,Egreedy,1,21,1.5/1.75,0.011225223541259766,0.483048677444458,None,2,[1 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0]
22,Egreedy,1,22,1.75/1.5,0.005318403244018555,0.48836708068847656,None,1,[0 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0]
23,Egreedy,1,23,3.5/1.75,0.027784109115600586,0.5161511898040771,None,2,[1 0 0 0 0 0 0 0 0 1 0 2 2 0 0 0 0]
24,Egreedy,1,24,2.5/0.75,0.023542404174804688,0.5396935939788818,None,4,[1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0]
25,Egreedy,1,25,2.75/0.5,0.005510807037353516,0.5452044010162354,None,1,[0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0]
