#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel,si,ni
0,NewPanel,1,0,6.5/5.75,679.773609161377,679.773609161377,None,1,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
1,Egreedy,1,1,11.25/8.5,0.022747516632080078,679.796356678009,None,3,[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1
 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 2 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
2,Egreedy,1,2,11.5/8.75,0.024487972259521484,679.8208446502686,None,3,[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1
 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 2 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
3,Egreedy,1,3,11.5/8.75,0.01639533042907715,679.8372399806976,None,2,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1
 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 2 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
4,Egreedy,1,4,11.25/8.5,0.008126974105834961,679.8453669548035,None,1,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1
 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 2 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
5,Egreedy,1,5,11.0/8.25,0.008072853088378906,679.8534398078918,None,1,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1
 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 2 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
6,Egreedy,1,6,10.25/7.5,0.01604151725769043,679.8694813251495,None,2,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 1
 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
7,Egreedy,1,7,10.0/7.25,0.0077304840087890625,679.8772118091583,None,1,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 1
 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
8,Egreedy,1,8,9.75/7.0,0.0077190399169921875,679.8849308490753,None,1,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1
 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
9,Egreedy,1,9,11.5/8.75,0.04774951934814453,679.9326803684235,None,6,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 2 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1
 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
10,Explanation,1,10,10.5/7.75,0.012401819229125977,679.9450821876526,None,1,[0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1
 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
11,Egreedy,1,11,11.5/8.75,0.010721206665039062,679.9558033943176,None,1,[0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 1 1
 1 0 0 1 0 1 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
12,Egreedy,1,12,11.25/8.5,0.009541749954223633,679.9653451442719,None,1,[0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 1
 1 0 0 1 0 1 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
13,Egreedy,1,13,11.5/8.75,0.028803348541259766,679.9941484928131,None,3,[0 0 1 1 1 0 0 1 1 0 1 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 1
 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
14,Egreedy,1,14,11.5/8.75,0.019372940063476562,680.0135214328766,None,2,[0 0 1 1 1 0 0 1 1 0 1 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 0
 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
15,Egreedy,1,15,11.25/8.5,0.00977182388305664,680.0232932567596,None,1,[0 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 0
 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
16,Egreedy,1,16,10.75/10.0,0.010650157928466797,680.0339434146881,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
17,Egreedy,1,17,9.75/9.0,0.009522199630737305,680.0434656143188,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
18,Egreedy,1,18,9.5/8.75,0.009459257125854492,680.0529248714447,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
19,Egreedy,1,19,10.25/9.5,0.009360551834106445,680.0622854232788,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
20,Explanation,1,20,10.0/9.25,0.012196540832519531,680.0744819641113,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
21,Egreedy,1,21,9.75/9.0,0.010768413543701172,680.085250377655,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
22,Egreedy,1,22,8.75/8.0,0.010556221008300781,680.0958065986633,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
23,Egreedy,1,23,9.0/8.25,0.010453462600708008,680.106260061264,None,1,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
24,Egreedy,1,24,8.5/8.25,0.03093719482421875,680.1371972560883,None,3,[0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0
 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0
