#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5/5.75,0.026112794876098633,0.026112794876098633,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1]
1,Egreedy,1,1,6.25/5.5,0.023850440979003906,0.04996323585510254,None,1,[0 0 1 1 0 1 2 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1]
2,Egreedy,1,2,7.25/4.5,0.060527801513671875,0.11049103736877441,None,4,[0 0 1 1 1 1 2 0 0 0 0 2 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1]
3,Egreedy,1,3,7.0/4.25,0.00676727294921875,0.11725831031799316,None,1,[0 0 1 1 1 1 2 0 0 0 0 2 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1]
4,Egreedy,1,4,7.0/4.25,0.02358102798461914,0.1408393383026123,None,1,[0 0 1 1 1 1 2 0 0 0 0 2 2 0 0 0 0 0 1 0 1 1 0 1 0 1 1]
5,Egreedy,1,5,6.5/3.75,0.006995439529418945,0.14783477783203125,None,1,[0 0 1 1 0 1 2 0 0 0 0 2 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1]
6,Egreedy,1,6,6.25/3.5,0.013213872909545898,0.16104865074157715,None,2,[0 0 1 1 0 1 2 0 0 0 0 2 0 0 1 1 0 0 1 1 1 1 0 0 0 1 1]
7,Egreedy,1,7,6.0/3.25,0.006562471389770508,0.16761112213134766,None,1,[0 0 0 1 0 1 2 0 0 0 0 2 0 0 1 1 0 0 1 1 1 1 0 0 0 1 1]
8,Egreedy,1,8,5.75/3.0,0.006435871124267578,0.17404699325561523,None,1,[0 0 0 1 0 1 2 0 0 0 0 2 0 0 1 1 0 0 0 1 1 1 0 0 0 1 1]
9,Egreedy,1,9,4.75/4.0,0.006522417068481445,0.18056941032409668,None,1,[0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 1 1]
10,Egreedy,1,10,4.5/3.75,0.006453990936279297,0.18702340126037598,None,1,[0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 1]
11,Egreedy,1,11,4.25/3.5,0.019063711166381836,0.2060871124267578,None,3,[0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1]
12,Egreedy,1,12,4.0/3.25,0.006152153015136719,0.21223926544189453,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1]
13,Egreedy,1,13,4.0/3.25,0.017870187759399414,0.23010945320129395,None,3,[0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 1]
14,Egreedy,1,14,4.5/4.25,0.005934000015258789,0.23604345321655273,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 2 0 0 0 0]
15,Egreedy,1,15,5.25/3.0,0.012188196182250977,0.2482316493988037,None,2,[0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0]
16,Egreedy,1,16,5.0/2.75,0.00597691535949707,0.2542085647583008,None,1,[0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0]
17,Egreedy,1,17,6.0/3.75,0.030488967895507812,0.2846975326538086,None,5,[0 0 1 0 0 1 2 0 0 0 0 2 0 0 1 0 1 0 0 1 1 0 2 0 0 0 0]
18,Egreedy,1,18,5.75/3.5,0.012338399887084961,0.29703593254089355,None,2,[0 0 1 0 0 1 2 0 0 0 0 2 0 0 1 0 1 0 0 1 0 0 2 0 0 0 0]
19,Egreedy,1,19,6.0/4.25,0.03871917724609375,0.3357551097869873,None,6,[1 0 1 1 0 1 2 0 0 0 0 2 0 1 1 0 1 0 1 0 0 0 2 0 0 0 0]
20,Egreedy,1,20,5.75/4.0,0.00630497932434082,0.3420600891113281,None,1,[1 0 1 1 0 1 2 0 0 0 0 2 0 0 1 0 1 0 1 0 0 0 2 0 0 0 0]
21,Egreedy,1,21,4.75/5.0,0.006302595138549805,0.34836268424987793,None,1,[1 0 1 1 0 1 2 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 2 0 0 0 0]
22,Egreedy,1,22,3.0/5.25,0.006181240081787109,0.35454392433166504,None,1,[1 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 2 0 0 0 0]
23,Egreedy,1,23,4.75/4.5,0.05300784111022949,0.40755176544189453,None,6,[0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 2 0 0 0 0]
24,Egreedy,1,24,3.75/3.5,0.006135463714599609,0.41368722915649414,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0]
25,Egreedy,1,25,3.75/3.5,0.02237415313720703,0.43606138229370117,None,1,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 2 0 0 0 0]
26,Egreedy,1,26,4.25/4.5,0.11673307418823242,0.5527944564819336,None,10,[1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 0 2 0 0 0 0]
27,Egreedy,1,27,5.5/5.25,0.012849807739257812,0.5656442642211914,None,2,[0 0 1 1 0 1 2 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 2 0 0 0 0]
28,Egreedy,1,28,4.5/4.25,0.06510376930236816,0.6307480335235596,None,5,[0 0 0 1 1 1 2 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0]
29,Egreedy,1,29,2.75/4.5,0.006418466567993164,0.6371665000915527,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0]
30,Egreedy,1,30,2.5/4.25,0.005809307098388672,0.6429758071899414,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0]
31,Egreedy,1,31,2.5/4.25,0.0348353385925293,0.6778111457824707,None,3,[0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1]
32,Egreedy,1,32,3.5/3.25,0.01218271255493164,0.6899938583374023,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1]
33,Egreedy,1,33,3.25/3.0,0.006214141845703125,0.6962080001831055,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1]
34,Egreedy,1,34,3.0/3.25,0.04557633399963379,0.7417843341827393,None,3,[1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0]
35,Egreedy,1,35,4.5/2.75,0.07065582275390625,0.8124401569366455,None,6,[1 0 1 1 0 0 0 0 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0]
36,Egreedy,1,36,4.25/2.5,0.01222372055053711,0.8246638774871826,None,2,[1 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0]
37,Egreedy,1,37,3.75/4.0,0.051207780838012695,0.8758716583251953,None,3,[0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 2 0 0 0 0 0 1 1 0 0]
38,Egreedy,1,38,4.5/4.25,0.03486943244934082,0.9107410907745361,None,3,[0 0 1 0 0 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 0]
39,Egreedy,1,39,4.25/4.0,0.00604248046875,0.9167835712432861,None,1,[0 0 1 0 0 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0]
40,Egreedy,1,40,4.0/3.75,0.03427600860595703,0.9510595798492432,None,1,[0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0]
41,Egreedy,1,41,2.75/4.5,0.03629469871520996,0.9873542785644531,None,2,[0 2 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0]
42,Egreedy,1,42,3.25/3.0,0.020781755447387695,1.0081360340118408,None,2,[0 2 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 2 0 0 0 0 0 1 1 1 0]
43,Egreedy,1,43,2.25/4.0,0.023480892181396484,1.0316169261932373,None,4,[0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 1 1 1 0]
