#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5/5.75,0.14255404472351074,0.14255404472351074,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1]
1,Egreedy,1,1,6.25/5.5,0.022832632064819336,0.16538667678833008,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1]
2,Egreedy,1,2,6.0/5.25,0.006666660308837891,0.17205333709716797,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 1]
3,Egreedy,1,3,5.75/5.0,0.022687911987304688,0.19474124908447266,None,1,[0 0 1 1 0 1 2 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 1]
4,Egreedy,1,4,6.5/3.75,0.012982368469238281,0.20772361755371094,None,2,[0 0 1 0 0 1 2 0 0 0 0 2 0 1 1 1 0 0 1 1 1 1 0 0 1 1 1]
5,Egreedy,1,5,6.25/3.5,0.022911787033081055,0.230635404586792,None,1,[0 0 1 0 1 0 2 0 0 0 0 2 0 1 1 1 0 0 1 0 1 0 2 0 0 0 0]
6,Egreedy,1,6,6.0/3.25,0.0061779022216796875,0.23681330680847168,None,1,[0 0 0 0 1 0 2 0 0 0 0 2 0 1 1 1 0 0 1 0 1 0 2 0 0 0 0]
7,Egreedy,1,7,6.0/3.25,0.028671979904174805,0.2654852867126465,None,2,[0 0 0 0 1 0 2 0 0 0 0 2 0 1 1 0 0 0 1 0 1 1 2 0 0 0 0]
8,Egreedy,1,8,5.75/3.0,0.006106853485107422,0.2715921401977539,None,1,[0 0 0 0 1 0 2 0 0 0 0 2 0 1 0 0 0 0 1 0 1 1 2 0 0 0 0]
9,Egreedy,1,9,5.75/3.0,0.012564420700073242,0.28415656089782715,None,2,[0 0 1 0 1 0 2 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 2 0 0 0 0]
10,Egreedy,1,10,5.5/2.75,0.028888225555419922,0.31304478645324707,None,1,[0 0 0 0 1 0 2 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 2 0 0 0 0]
11,Egreedy,1,11,5.5/3.25,0.04010581970214844,0.3531506061553955,None,4,[0 0 0 0 1 0 2 0 0 0 0 2 0 1 1 0 0 0 0 0 0 1 2 0 0 0 0]
12,Egreedy,1,12,5.5/3.25,0.04186296463012695,0.39501357078552246,None,3,[0 0 0 0 1 1 2 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0]
13,Egreedy,1,13,3.75/3.5,0.02967047691345215,0.4246840476989746,None,2,[0 2 0 0 0 0 0 0 1 0 0 2 0 0 1 0 1 0 1 0 0 1 2 0 0 0 0]
14,Egreedy,1,14,4.25/4.0,0.018619298934936523,0.44330334663391113,None,3,[0 2 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1 0 1 0 0 1 2 0 0 0 0]
15,Egreedy,1,15,4.0/3.75,0.012397050857543945,0.4557003974914551,None,2,[0 2 0 0 0 0 0 0 0 0 0 2 0 1 1 1 1 0 1 0 0 1 2 0 0 0 0]
16,Egreedy,1,16,3.75/3.5,0.00603175163269043,0.4617321491241455,None,1,[0 2 0 0 0 0 0 0 0 0 0 2 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0]
17,Egreedy,1,17,3.0/4.75,0.03883981704711914,0.5005719661712646,None,6,[0 2 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0]
18,Egreedy,1,18,2.5/4.75,0.012924432754516602,0.5134963989257812,None,2,[1 2 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 2 0 0 0 0]
19,Egreedy,1,19,2.75/4.5,0.006527900695800781,0.520024299621582,None,1,[0 2 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 2 0 0 0 0]
