,#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,"#generations
"
0,0,random,1,0,[4],0.006967782974243164,0.006967782974243164,False,"1
"
1,1,random,1,1,[7],0.0050008296966552734,0.011968612670898438,False,"1
"
2,2,random,1,2,[6],0.003937244415283203,0.01590585708618164,False,"1
"
3,3,random,1,3,[6],0.016721010208129883,0.03262686729431152,False,"4
"
4,4,random,1,4,[10],0.005977153778076172,0.038604021072387695,False,"1
"
5,5,random,1,5,[11],0.005970954895019531,0.04457497596740723,False,"1
"
6,6,random,1,6,[4],0.00603795051574707,0.0506129264831543,False,"1
"
7,7,random,1,7,[5],0.005425214767456055,0.05603814125061035,False,"1
"
8,8,random,1,8,[5],0.011396169662475586,0.06743431091308594,False,"2
"
9,9,random,1,9,[8],0.005830287933349609,0.07326459884643555,False,"1
"
10,10,random,1,10,[8],0.006509065628051758,0.0797736644744873,False,"1
"
11,11,random,1,11,[6],0.0055811405181884766,0.08535480499267578,False,"1
"
12,12,random,1,12,[7],0.005993366241455078,0.09134817123413086,False,"1
"
13,13,random,1,13,[7],0.0054166316986083984,0.09676480293273926,False,"1
"
14,14,random,1,14,[7],0.01615285873413086,0.11291766166687012,False,"3
"
15,15,random,1,15,[5],0.006278276443481445,0.11919593811035156,False,"1
"
16,16,random,1,16,[6],0.00586247444152832,0.12505841255187988,False,"1
"
17,17,random,1,17,[7],0.00604248046875,0.13110089302062988,False,"1
"
18,18,random,1,18,[5],0.006178379058837891,0.13727927207946777,False,"1
"
19,19,random,1,19,[4],0.005583763122558594,0.14286303520202637,False,"1
"
20,20,random,1,20,[7],0.0061304569244384766,0.14899349212646484,False,"1
"
21,21,random,1,21,[7],0.005605936050415039,0.15459942817687988,False,"1
"
22,22,random,1,22,[8],0.006609439849853516,0.1612088680267334,False,"1
"
23,23,random,1,23,[8],0.006551504135131836,0.16776037216186523,False,"1
"
24,24,random,1,24,[5],0.005953311920166016,0.17371368408203125,False,"1
"
25,25,random,1,25,[9],0.006037712097167969,0.17975139617919922,False,"1
"
26,26,random,1,26,[5],0.006070613861083984,0.1858220100402832,False,"1
"
27,27,random,1,27,[4],0.0055751800537109375,0.19139719009399414,False,"1
"
28,28,random,1,28,[8],0.010921955108642578,0.20231914520263672,False,"2
"
29,29,random,1,29,[9],0.005869388580322266,0.20818853378295898,False,"1
"
30,30,random,1,30,[8],0.011658906936645508,0.2198474407196045,False,"2
"
31,31,random,1,31,[9],0.006020307540893555,0.22586774826049805,False,"1
"
32,32,random,1,32,[6],0.0056743621826171875,0.23154211044311523,False,"1
"
33,33,random,1,33,[6],0.0056989192962646484,0.23724102973937988,False,"1
"
34,34,random,1,34,[9],0.006461143493652344,0.24370217323303223,False,"1
"
35,35,random,1,35,[5],0.011511802673339844,0.25521397590637207,False,"2
"
36,36,random,1,36,[6],0.006173372268676758,0.26138734817504883,False,"1
"
37,37,random,1,37,[6],0.017883777618408203,0.27927112579345703,False,"3
"
38,38,random,1,38,[7],0.006125688552856445,0.2853968143463135,False,"1
"
39,39,random,1,39,[5],0.006252288818359375,0.29164910316467285,False,"1
"
40,40,random,1,40,[9],0.04404473304748535,0.3356938362121582,False,"8
"
41,41,random,1,41,[6],0.005713224411010742,0.34140706062316895,False,"1
"
42,42,random,1,42,[10],0.011781692504882812,0.35318875312805176,False,"2
"
43,43,random,1,43,[7],0.022195100784301758,0.3753838539123535,False,"4
"
44,44,random,1,44,[3],0.01760125160217285,0.39298510551452637,False,"3
"
45,45,random,1,45,[7],0.006177425384521484,0.39916253089904785,False,"1
"
46,46,random,1,46,[6],0.006212472915649414,0.40537500381469727,False,"1
"
47,47,random,1,47,[5],0.011132478713989258,0.4165074825286865,False,"2
"
48,48,random,1,48,[3],0.006429195404052734,0.42293667793273926,False,"1
"
49,49,random,1,49,[9],0.006204366683959961,0.4291410446166992,False,"1
"
50,50,random,1,50,[5],0.006232500076293945,0.43537354469299316,False,"1
"
51,51,random,1,51,[8],0.0062749385833740234,0.4416484832763672,False,"1
"
52,52,random,1,52,[10],0.028435230255126953,0.47008371353149414,False,"5
"
53,53,random,1,53,[6],0.006950855255126953,0.4770345687866211,False,"1
"
54,54,random,1,54,[7],0.0063936710357666016,0.4834282398223877,False,"1
"
55,55,random,1,55,[4],0.0058596134185791016,0.4892878532409668,False,"1
"
56,56,random,1,56,[9],0.006792783737182617,0.4960806369781494,False,"1
"
57,57,random,1,57,[7],0.010807037353515625,0.506887674331665,False,"2
"
58,58,random,1,58,[5],0.02771615982055664,0.5346038341522217,False,"5
"
59,59,random,1,59,[6],0.027576208114624023,0.5621800422668457,False,"5
"
60,60,random,1,60,[9],0.017336368560791016,0.5795164108276367,False,"3
"
61,61,random,1,61,[9],0.017764568328857422,0.5972809791564941,False,"3
"
62,62,random,1,62,[9],0.01215982437133789,0.609440803527832,False,"2
"
63,63,random,1,63,[6],0.0067596435546875,0.6162004470825195,False,"1
"
64,64,random,1,64,[9],0.006525516510009766,0.6227259635925293,False,"1
"
65,65,random,1,65,[5],0.006234407424926758,0.628960371017456,False,"1
"
66,66,random,1,66,[5],0.005873441696166992,0.634833812713623,False,"1
"
67,67,random,1,67,[4],0.00588679313659668,0.6407206058502197,False,"1
"
68,68,random,1,68,[10],0.00687408447265625,0.647594690322876,False,"1
"
69,69,random,1,69,[6],0.006991147994995117,0.6545858383178711,False,"1
"
70,70,random,1,70,[4],0.007000923156738281,0.6615867614746094,False,"1
"
71,71,random,1,71,[9],0.029212236404418945,0.6907989978790283,False,"5
"
72,72,random,1,72,[8],0.03593635559082031,0.7267353534698486,False,"6
"
73,73,random,1,73,[10],0.006891012191772461,0.7336263656616211,False,"1
"
74,74,random,1,74,[7],0.006364583969116211,0.7399909496307373,False,"1
"
75,75,random,1,75,[9],0.04497551918029785,0.7849664688110352,False,"8
"
76,76,random,1,76,[3],0.0076100826263427734,0.7925765514373779,False,"1
"
