,#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,"#generations
"
0,0,random,1,0,[4],0.006306648254394531,0.006306648254394531,False,"1
"
1,1,random,1,1,[8],0.0036542415618896484,0.00996088981628418,False,"1
"
2,2,random,1,2,[4],0.007107734680175781,0.01706862449645996,False,"2
"
3,3,random,1,3,[6],0.0037119388580322266,0.020780563354492188,False,"1
"
4,4,random,1,4,[4],0.0039675235748291016,0.02474808692932129,False,"1
"
5,5,random,1,5,[5],0.0036993026733398438,0.028447389602661133,False,"1
"
6,6,random,1,6,[9],0.0039327144622802734,0.032380104064941406,False,"1
"
7,7,random,1,7,[8],0.0037322044372558594,0.036112308502197266,False,"1
"
8,8,random,1,8,[10],0.0037353038787841797,0.039847612380981445,False,"1
"
9,9,random,1,9,[9],0.0037200450897216797,0.043567657470703125,False,"1
"
10,10,random,1,10,[6],0.0037136077880859375,0.04728126525878906,False,"1
"
11,11,random,1,11,[5],0.0034682750701904297,0.05074954032897949,False,"1
"
12,12,random,1,12,[5],0.0037539005279541016,0.054503440856933594,False,"1
"
13,13,random,1,13,[6],0.0034842491149902344,0.05798768997192383,False,"1
"
14,14,random,1,14,[7],0.004057884216308594,0.06204557418823242,False,"1
"
15,15,random,1,15,[7],0.0037555694580078125,0.06580114364624023,False,"1
"
16,16,random,1,16,[7],0.0037543773651123047,0.06955552101135254,False,"1
"
17,17,random,1,17,[6],0.003512144088745117,0.07306766510009766,False,"1
"
18,18,random,1,18,[6],0.0037641525268554688,0.07683181762695312,False,"1
"
19,19,random,1,19,[7],0.006631612777709961,0.08346343040466309,False,"2
"
20,20,random,1,20,[7],0.0034923553466796875,0.08695578575134277,False,"1
"
21,21,random,1,21,[4],0.003522157669067383,0.09047794342041016,False,"1
"
22,22,random,1,22,[3],0.0035228729248046875,0.09400081634521484,False,"1
"
23,23,random,1,23,[8],0.0038704872131347656,0.09787130355834961,False,"1
"
24,24,random,1,24,[9],0.007279157638549805,0.10515046119689941,False,"2
"
25,25,random,1,25,[11],0.004057407379150391,0.1092078685760498,False,"1
"
26,26,random,1,26,[6],0.004047393798828125,0.11325526237487793,False,"1
"
27,27,random,1,27,[9],0.010858535766601562,0.12411379814147949,False,"3
"
28,28,random,1,28,[8],0.0035517215728759766,0.12766551971435547,False,"1
"
29,29,random,1,29,[5],0.0035402774810791016,0.13120579719543457,False,"1
"
30,30,random,1,30,[3],0.0038025379180908203,0.1350083351135254,False,"1
"
31,31,random,1,31,[10],0.00731348991394043,0.14232182502746582,False,"2
"
32,32,random,1,32,[6],0.0038170814514160156,0.14613890647888184,False,"1
"
33,33,random,1,33,[8],0.003811359405517578,0.14995026588439941,False,"1
"
34,34,random,1,34,[7],0.004094362258911133,0.15404462814331055,False,"1
"
35,35,random,1,35,[8],0.007292509078979492,0.16133713722229004,False,"2
"
36,36,random,1,36,[8],0.00701594352722168,0.16835308074951172,False,"2
"
37,37,random,1,37,[6],0.003569364547729492,0.1719224452972412,False,"1
"
38,38,random,1,38,[4],0.007373809814453125,0.17929625511169434,False,"2
"
39,39,random,1,39,[11],0.003840923309326172,0.1831371784210205,False,"1
"
40,40,random,1,40,[8],0.0073089599609375,0.190446138381958,False,"2
"
41,41,random,1,41,[3],0.0038492679595947266,0.19429540634155273,False,"1
"
