,#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,"#generations
"
0,0,random,1,0,[4],0.006411552429199219,0.006411552429199219,False,"1
"
1,1,random,1,1,[9],0.006404399871826172,0.01281595230102539,False,"1
"
2,2,random,1,2,[5],0.005496501922607422,0.018312454223632812,False,"1
"
3,3,random,1,3,[5],0.005411863327026367,0.02372431755065918,False,"1
"
4,4,random,1,4,[4],0.010623455047607422,0.0343477725982666,False,"2
"
5,5,random,1,5,[3],0.005272626876831055,0.039620399475097656,False,"1
"
6,6,random,1,6,[8],0.0058367252349853516,0.04545712471008301,False,"1
"
7,7,random,1,7,[9],0.021272897720336914,0.06673002243041992,False,"4
"
8,8,random,1,8,[7],0.006490468978881836,0.07322049140930176,False,"1
"
9,9,random,1,9,[7],0.0060999393463134766,0.07932043075561523,False,"1
"
10,10,random,1,10,[5],0.006129741668701172,0.0854501724243164,False,"1
"
11,11,random,1,11,[5],0.006135463714599609,0.09158563613891602,False,"1
"
12,12,random,1,12,[7],0.006165027618408203,0.09775066375732422,False,"1
"
13,13,random,1,13,[5],0.00566411018371582,0.10341477394104004,False,"1
"
14,14,random,1,14,[5],0.0056552886962890625,0.1090700626373291,False,"1
"
15,15,random,1,15,[7],0.0056858062744140625,0.11475586891174316,False,"1
"
16,16,random,1,16,[7],0.011653423309326172,0.12640929222106934,False,"2
"
17,17,random,1,17,[3],0.005614280700683594,0.13202357292175293,False,"1
"
18,18,random,1,18,[7],0.0056188106536865234,0.13764238357543945,False,"1
"
19,19,random,1,19,[7],0.010882854461669922,0.14852523803710938,False,"2
"
20,20,random,1,20,[5],0.005578041076660156,0.15410327911376953,False,"1
"
21,21,random,1,21,[6],0.011688947677612305,0.16579222679138184,False,"2
"
22,22,random,1,22,[6],0.0065305233001708984,0.17232275009155273,False,"1
"
23,23,random,1,23,[8],0.011644363403320312,0.18396711349487305,False,"2
"
24,24,random,1,24,[5],0.005633115768432617,0.18960022926330566,False,"1
"
25,25,random,1,25,[7],0.027932405471801758,0.21753263473510742,False,"5
"
26,26,random,1,26,[4],0.005398988723754883,0.2229316234588623,False,"1
"
27,27,random,1,27,[9],0.006540060043334961,0.22947168350219727,False,"1
"
28,28,random,1,28,[10],0.006078481674194336,0.2355501651763916,False,"1
"
29,29,random,1,29,[9],0.0061800479888916016,0.2417302131652832,False,"1
"
30,30,random,1,30,[4],0.010983943939208984,0.2527141571044922,False,"2
"
31,31,random,1,31,[5],0.006071567535400391,0.2587857246398926,False,"1
"
32,32,random,1,32,[5],0.006175041198730469,0.26496076583862305,False,"1
"
33,33,random,1,33,[5],0.010828256607055664,0.2757890224456787,False,"2
"
34,34,random,1,34,[10],0.006546974182128906,0.2823359966278076,False,"1
"
35,35,random,1,35,[7],0.011879444122314453,0.29421544075012207,False,"2
"
36,36,random,1,36,[9],0.011661291122436523,0.3058767318725586,False,"2
"
37,37,random,1,37,[8],0.01188206672668457,0.31775879859924316,False,"2
"
38,38,random,1,38,[4],0.006264686584472656,0.3240234851837158,False,"1
"
39,39,random,1,39,[6],0.006744384765625,0.3307678699493408,False,"1
"
40,40,random,1,40,[10],0.017876386642456055,0.3486442565917969,False,"3
"
41,41,random,1,41,[7],0.0061757564544677734,0.35482001304626465,False,"1
"
42,42,random,1,42,[7],0.011231660842895508,0.36605167388916016,False,"2
"
43,43,random,1,43,[2],0.006102085113525391,0.37215375900268555,False,"1
"
44,44,random,1,44,[9],0.028300046920776367,0.4004538059234619,False,"5
"
45,45,random,1,45,[11],0.011261701583862305,0.4117155075073242,False,"2
"
46,46,random,1,46,[10],0.006310462951660156,0.4180259704589844,False,"1
"
47,47,random,1,47,[10],0.0067386627197265625,0.42476463317871094,False,"1
"
48,48,random,1,48,[8],0.006201982498168945,0.4309666156768799,False,"1
"
49,49,random,1,49,[4],0.006071567535400391,0.4370381832122803,False,"1
"
50,50,random,1,50,[10],0.028945207595825195,0.46598339080810547,False,"5
"
51,51,random,1,51,[6],0.01126718521118164,0.4772505760192871,False,"2
"
52,52,random,1,52,[5],0.012149810791015625,0.48940038681030273,False,"2
"
53,53,random,1,53,[6],0.006381988525390625,0.49578237533569336,False,"1
"
54,54,random,1,54,[8],0.011993885040283203,0.5077762603759766,False,"2
"
55,55,random,1,55,[6],0.01678943634033203,0.5245656967163086,False,"3
"
56,56,random,1,56,[8],0.0064008235931396484,0.5309665203094482,False,"1
"
57,57,random,1,57,[9],0.038904666900634766,0.569871187210083,False,"7
"
58,58,random,1,58,[5],0.012105941772460938,0.581977128982544,False,"2
"
59,59,random,1,59,[7],0.02270793914794922,0.6046850681304932,False,"4
"
60,60,random,1,60,[4],0.012737035751342773,0.6174221038818359,False,"2
"
61,61,random,1,61,[6],0.006458759307861328,0.6238808631896973,False,"1
"
62,62,random,1,62,[7],0.006458759307861328,0.6303396224975586,False,"1
"
63,63,random,1,63,[2],0.012501716613769531,0.6428413391113281,False,"2
"
64,64,random,1,64,[6],0.017494678497314453,0.6603360176086426,False,"3
"
65,65,random,1,65,[7],0.006451845169067383,0.66678786277771,False,"1
"
66,66,random,1,66,[8],0.006315946578979492,0.6731038093566895,False,"1
"
67,67,random,1,67,[6],0.006338834762573242,0.6794426441192627,False,"1
"
68,68,random,1,68,[7],0.023685455322265625,0.7031280994415283,False,"4
"
69,69,random,1,69,[9],0.00604248046875,0.7091705799102783,False,"1
"
70,70,random,1,70,[3],0.011692285537719727,0.720862865447998,False,"2
"
71,71,random,1,71,[6],0.07545256614685059,0.7963154315948486,False,"13
"
72,72,random,1,72,[6],0.011592864990234375,0.807908296585083,False,"2
"
73,73,random,1,73,[8],0.012776613235473633,0.8206849098205566,False,"2
"
74,74,random,1,74,[7],0.01747751235961914,0.8381624221801758,False,"3
"
75,75,random,1,75,[8],0.006844520568847656,0.8450069427490234,False,"1
"
76,76,random,1,76,[5],0.006379127502441406,0.8513860702514648,False,"1
"
77,77,random,1,77,[5],0.018338441848754883,0.8697245121002197,False,"3
"
78,78,random,1,78,[5],0.03970909118652344,0.9094336032867432,False,"7
"
79,79,random,1,79,[7],0.018942594528198242,0.9283761978149414,False,"3
"
80,80,random,1,80,[13],0.02394556999206543,0.9523217678070068,False,"4
"
81,81,random,1,81,[6],0.006206512451171875,0.9585282802581787,False,"1
"
82,82,random,1,82,[4],0.006342649459838867,0.9648709297180176,False,"1
"
83,83,random,1,83,[8],0.0063397884368896484,0.9712107181549072,False,"1
"
84,84,random,1,84,[7],0.006391048431396484,0.9776017665863037,False,"1
"
85,85,random,1,85,[8],0.019189834594726562,0.9967916011810303,False,"3
"
86,86,random,1,86,[7],0.01773357391357422,1.0145251750946045,False,"3
"
87,87,random,1,87,[7],0.01076507568359375,1.0252902507781982,False,"2
"
88,88,random,1,88,[7],0.011885643005371094,1.0371758937835693,False,"2
"
89,89,random,1,89,[5],0.006217002868652344,1.0433928966522217,False,"1
"
90,90,random,1,90,[9],0.006327390670776367,1.049720287322998,False,"1
"
91,91,random,1,91,[10],0.023006916046142578,1.0727272033691406,False,"4
"
92,92,random,1,92,[9],0.006533145904541016,1.0792603492736816,False,"1
"
93,93,random,1,93,[5],0.00639796257019043,1.085658311843872,False,"1
"
94,94,random,1,94,[9],0.02284097671508789,1.10849928855896,False,"4
"
95,95,random,1,95,[6],0.011068105697631836,1.1195673942565918,False,"2
"
96,96,random,1,96,[5],0.006200551986694336,1.1257679462432861,False,"1
"
97,97,random,1,97,[7],0.006560564041137695,1.1323285102844238,False,"1
"
98,98,random,1,98,[7],0.006621599197387695,1.1389501094818115,False,"1
"
99,99,random,1,99,[12],0.06986260414123535,1.2088127136230469,False,"12
"
100,100,random,1,100,[8],0.04744577407836914,1.256258487701416,False,"8
"
101,101,random,1,101,[9],0.006562709808349609,1.2628211975097656,False,"1
"
102,102,random,1,102,[3],0.01127314567565918,1.2740943431854248,False,"2
"
103,103,random,1,103,[5],0.01706719398498535,1.2911615371704102,False,"3
"
104,104,random,1,104,[7],0.034706830978393555,1.3258683681488037,False,"6
"
105,105,random,1,105,[8],0.012753009796142578,1.3386213779449463,False,"2
"
106,106,random,1,106,[2],0.007077932357788086,1.3456993103027344,False,"1
"
107,107,random,1,107,[5],0.013107538223266602,1.358806848526001,False,"2
"
108,108,random,1,108,[11],0.013203620910644531,1.3720104694366455,False,"2
"
109,109,random,1,109,[8],0.006632328033447266,1.3786427974700928,False,"1
"
110,110,random,1,110,[8],0.01255035400390625,1.391193151473999,False,"2
"
111,111,random,1,111,[7],0.024550437927246094,1.4157435894012451,False,"4
"
112,112,random,1,112,[6],0.018787384033203125,1.4345309734344482,False,"3
"
113,113,random,1,113,[5],0.01802802085876465,1.452558994293213,False,"3
"
114,114,random,1,114,[6],0.019432783126831055,1.471991777420044,False,"3
"
115,115,random,1,115,[7],0.006651878356933594,1.4786436557769775,False,"1
"
116,116,random,1,116,[8],0.011580467224121094,1.4902241230010986,False,"2
"
117,117,random,1,117,[7],0.029746055603027344,1.519970178604126,False,"5
"
118,118,random,1,118,[11],0.014111757278442383,1.5340819358825684,False,"2
"
119,119,random,1,119,[7],0.019764184951782227,1.5538461208343506,False,"3
"
120,120,random,1,120,[5],0.007008075714111328,1.560854196548462,False,"1
"
121,121,random,1,121,[2],0.012706518173217773,1.5735607147216797,False,"2
"
122,122,random,1,122,[7],0.00730133056640625,1.580862045288086,False,"1
"
