,#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,"#generations
"
0,0,random,1,0,[8],0.006482601165771484,0.006482601165771484,False,"1
"
1,1,random,1,1,[5],0.0037136077880859375,0.010196208953857422,False,"1
"
2,2,random,1,2,[7],0.003932476043701172,0.014128684997558594,False,"1
"
3,3,random,1,3,[6],0.004092693328857422,0.018221378326416016,False,"1
"
4,4,random,1,4,[5],0.0035326480865478516,0.021754026412963867,False,"1
"
5,5,random,1,5,[8],0.004125833511352539,0.025879859924316406,False,"1
"
6,6,random,1,6,[8],0.007402896881103516,0.03328275680541992,False,"2
"
7,7,random,1,7,[4],0.003734588623046875,0.0370173454284668,False,"1
"
8,8,random,1,8,[7],0.0035085678100585938,0.04052591323852539,False,"1
"
9,9,random,1,9,[7],0.003748655319213867,0.04427456855773926,False,"1
"
10,10,random,1,10,[6],0.0037941932678222656,0.04806876182556152,False,"1
"
11,11,random,1,11,[7],0.0038297176361083984,0.05189847946166992,False,"1
"
12,12,random,1,12,[6],0.003841400146484375,0.0557398796081543,False,"1
"
13,13,random,1,13,[4],0.0036804676055908203,0.05942034721374512,False,"1
"
14,14,random,1,14,[5],0.0034956932067871094,0.06291604042053223,False,"1
"
15,15,random,1,15,[3],0.01161956787109375,0.07453560829162598,False,"3
"
16,16,random,1,16,[6],0.003882169723510742,0.07841777801513672,False,"1
"
17,17,random,1,17,[5],0.01135563850402832,0.08977341651916504,False,"3
"
18,18,random,1,18,[8],0.003860950469970703,0.09363436698913574,False,"1
"
19,19,random,1,19,[5],0.003904581069946289,0.09753894805908203,False,"1
"
20,20,random,1,20,[6],0.0041310787200927734,0.1016700267791748,False,"1
"
21,21,random,1,21,[8],0.0077550411224365234,0.10942506790161133,False,"2
"
22,22,random,1,22,[7],0.007599592208862305,0.11702466011047363,False,"2
"
23,23,random,1,23,[4],0.003876209259033203,0.12090086936950684,False,"1
"
24,24,random,1,24,[5],0.00722050666809082,0.12812137603759766,False,"2
"
