#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel,si,ni
0,NewPanel,1,0,7.0/5.5/5.5/3.5/3.5/3.5,0.12258529663085938,0.12258529663085938,None,1,[0 0 1 1 1 1 0 1 1 1 1 2 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
1,Egreedy,1,1,4.0/2.5/2.5/6.0/4.5/4.5,0.007865667343139648,0.13045096397399902,None,1,[0 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
2,Egreedy,1,2,3.75/2.25/2.75/5.75/4.25/4.75,0.006639719009399414,0.13709068298339844,None,1,[0 2 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
3,Egreedy,1,3,3.75/2.25/3.25/5.75/4.25/5.25,0.01325368881225586,0.1503443717956543,None,2,[0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
4,Egreedy,1,4,5.5/4.0/5.5/5.5/4.0/5.5,0.01370382308959961,0.1640481948852539,None,2,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
5,Egreedy,1,5,6.0/4.5/6.0/5.5/4.5/6.0,0.006697654724121094,0.170745849609375,None,1,[0 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
6,Egreedy,1,6,6.0/4.5/6.0/5.5/4.5/6.0,0.007283449172973633,0.17802929878234863,None,1,[0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
7,Egreedy,1,7,5.75/4.25/5.75/5.25/4.25/5.75,0.006673097610473633,0.18470239639282227,None,1,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
8,Egreedy,1,8,6.5/5.5/7.0/6.5/5.5/7.0,0.02528071403503418,0.20998311042785645,None,4,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 2 2 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
9,Egreedy,1,9,4.0/3.0/4.5/6.5/5.0/6.5,0.007238864898681641,0.21722197532653809,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 0 1 1 0 1 1 0 1 0 0 1 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
