#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,5.5,0.0041201114654541016,0.0041201114654541016,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 1 1 1 1 0 1 1 1 1]
1,Explanation,1,1,2.5,0.005544900894165039,0.00966501235961914,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1]
2,Explanation,1,2,2.25,0.0052111148834228516,0.014876127243041992,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1]
3,Explanation,1,3,2.0,0.005168437957763672,0.020044565200805664,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1]
4,Explanation,1,4,1.75,0.005039215087890625,0.02508378028869629,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1]
5,Explanation,1,5,1.5,0.005051851272583008,0.030135631561279297,None,1,[0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 1]
6,Explanation,1,6,1.25,0.0049550533294677734,0.03509068489074707,None,1,[0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1]
7,Explanation,1,7,1.0,0.005159139633178711,0.04024982452392578,None,1,[1 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1]
8,Explanation,1,8,0.75,0.004983425140380859,0.04523324966430664,None,1,[1 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1]
9,Explanation,1,9,0.5,0.00498199462890625,0.05021524429321289,None,1,[1 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
10,Explanation,1,10,0.25,0.0048754215240478516,0.05509066581726074,None,1,[1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]
11,Explanation,1,12,0.0,0.004813671112060547,0.05990433692932129,0,1,[1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
