#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,478.8607020378113,478.8607020378113,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 0 1 1 1 1 0 0 0 0 0]
1,Egreedy,1,1,7.5,0.05160117149353027,478.9123032093048,None,7,[0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1
 0 0 1 1 1 1 0 0 0 0 0]
2,Egreedy,1,2,9.25,0.03671860694885254,478.94902181625366,None,5,[0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1
 0 0 1 1 1 1 2 0 0 0 0]
3,Egreedy,1,3,8.25,0.014706611633300781,478.96372842788696,None,2,[0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1
 0 0 1 1 1 1 0 0 0 0 0]
4,Egreedy,1,4,8.0,0.007359981536865234,478.9710884094238,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1
 0 0 1 1 1 1 0 0 0 0 0]
5,Egreedy,1,5,7.75,0.0440669059753418,479.01515531539917,None,6,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1
 0 0 1 1 1 1 0 1 0 0 0]
6,Egreedy,1,6,10.25,0.038909196853637695,479.0540645122528,None,5,[1 0 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 1 1
 1 0 1 1 1 1 0 1 0 0 0]
7,Egreedy,1,7,10.0,0.0076444149017333984,479.06170892715454,None,1,[1 0 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 1 1
 1 0 1 1 1 1 0 1 0 0 0]
8,Egreedy,1,8,9.75,0.007627964019775391,479.0693368911743,None,1,[1 0 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 1 1
 1 0 1 1 1 1 0 0 0 0 0]
9,Egreedy,1,9,9.75,0.01562976837158203,479.0849666595459,None,2,[1 0 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 1 1 0 0 0
 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 1 1
 1 0 1 1 1 1 0 0 0 0 0]
10,Egreedy,1,10,9.75,0.01571822166442871,479.1006848812103,None,2,[1 0 1 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 1 1 0 0 0
 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 1
 1 0 1 1 1 1 0 0 0 0 0]
11,Egreedy,1,11,12.5,0.00920724868774414,479.10989212989807,None,1,[1 0 1 1 0 0 0 0 0 0 0 0 2 2 2 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0
 1 0 1 0 0 1 0 1 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1
 1 0 1 0 1 0 0 0 0 0 0]
12,Egreedy,1,12,12.75,0.01598668098449707,479.12587881088257,None,2,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1
 1 0 1 1 1 0 0 1 0 1 0]
13,Egreedy,1,13,12.5,0.00800466537475586,479.1338834762573,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1
 1 0 1 0 1 0 0 1 0 1 0]
14,Egreedy,1,14,12.25,0.0076825618743896484,479.1415660381317,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1
 1 0 1 0 1 0 0 1 0 1 0]
15,Egreedy,1,15,12.0,0.007770538330078125,479.1493365764618,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1
 0 0 1 0 1 0 0 1 0 1 0]
16,Egreedy,1,16,12.0,0.01519775390625,479.16453433036804,None,2,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 0 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1
 0 0 1 0 1 0 0 1 0 1 1]
17,Egreedy,1,17,12.5,0.03032398223876953,479.1948583126068,None,4,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1
 0 0 1 0 1 0 0 1 0 1 1]
18,Egreedy,1,18,12.5,0.007521152496337891,479.20237946510315,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1
 0 0 1 0 1 0 0 1 0 1 1]
19,Egreedy,1,19,12.25,0.007641792297363281,479.2100212574005,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1
 0 0 1 0 1 0 0 1 0 1 1]
20,Egreedy,1,20,12.25,0.015254735946655273,479.22527599334717,None,2,[1 0 0 0 0 0 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0
 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1
 0 0 1 0 1 0 0 1 0 1 1]
21,Egreedy,1,21,13.25,0.00906682014465332,479.2343428134918,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 1 0 1 0 0 1 0 1 0 2 0
 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1
 0 0 1 1 1 0 0 1 0 1 0]
22,Egreedy,1,22,13.0,0.007903575897216797,479.24224638938904,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 1 0 1 0 0 1 0 1 0 2 0
 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1
 0 0 1 1 1 0 0 1 0 1 0]
23,Egreedy,1,23,12.75,0.007480144500732422,479.24972653388977,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 0
 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1
 0 0 1 1 1 0 0 1 0 1 0]
24,Egreedy,1,24,12.5,0.022794485092163086,479.27252101898193,None,3,[0 0 0 0 0 1 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 0
 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1
 0 0 1 1 1 0 0 1 0 1 0]
25,Egreedy,1,25,12.5,0.015131950378417969,479.28765296936035,None,2,[0 0 0 0 0 1 2 0 0 0 0 0 2 0 2 0 1 1 1 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0
 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1
 0 0 1 1 1 0 0 1 0 1 0]
26,Egreedy,1,26,12.5,0.0249481201171875,479.31260108947754,None,3,[0 0 0 0 1 1 2 0 0 0 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1
 0 0 0 0 1 1 0 0 2 0 0 0 0 0 1 1 0 1 2 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 1
 1 0 0 1 1 1 0 1 0 1 1]
27,Egreedy,1,27,13.0,0.007290363311767578,479.3198914527893,None,1,[0 0 0 0 1 1 2 0 0 0 0 0 2 0 0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1
