#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,145.58865094184875,145.58865094184875,None,1,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0
 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0
 0 0]
1,Egreedy,1,1,6.5,0.008548259735107422,145.59719920158386,None,2,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0
 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 0 0 0
 0 0]
2,Egreedy,1,2,10.0,0.0047719478607177734,145.60197114944458,None,1,[0 0 0 0 1 1 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0
 1 1 1 1 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 1 0
 0 0]
3,Egreedy,1,3,11.25,0.004900217056274414,145.60687136650085,None,1,[0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0
 1 1 1 1 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 1 0
 1 0]
4,Egreedy,1,4,12.0,0.017729997634887695,145.62460136413574,None,4,[0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0
 1 1 1 1 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0
 1 1]
5,Egreedy,1,5,11.75,0.004354000091552734,145.6289553642273,None,1,[0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0
