#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,728.0342965126038,728.0342965126038,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
1,Egreedy,1,1,6.5,0.024491310119628906,728.0587878227234,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1
 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
2,Egreedy,1,2,7.5,0.03578066825866699,728.094568490982,None,3,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1
 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
3,Egreedy,1,3,7.25,0.02241683006286621,728.1169853210449,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1
 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
4,Egreedy,1,4,12.0,0.04415178298950195,728.1611371040344,None,4,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 1 0 0 0 2 0 0 0 0 0 1 1
 1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 1 1 0 1 0 0 0 0 0 2 0 0 0 0]
5,Egreedy,1,5,12.5,0.023888111114501953,728.1850252151489,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 1 0 0 0 2 0 0 0 0 0 1 1
 1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 1 1 0 1 0 0 0 0 0 2 0 0 0 0]
6,Egreedy,1,6,12.25,0.007225990295410156,728.1922512054443,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1
 1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 1 1 0 1 0 0 0 0 0 2 0 0 0 0]
7,Egreedy,1,7,11.25,0.03143668174743652,728.2236878871918,None,2,[0 0 1 1 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1
 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
8,Egreedy,1,8,12.75,0.0615999698638916,728.2852878570557,None,4,[0 0 1 1 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 2 0 0 0 0 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 1 0 1 0]
9,Egreedy,1,9,13.25,0.08540821075439453,728.3706960678101,None,5,[0 0 1 1 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
10,Egreedy,1,10,14.0,0.031052112579345703,728.4017481803894,None,2,[0 0 1 1 1 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
11,Egreedy,1,11,13.75,0.007494211196899414,728.4092423915863,None,1,[0 0 1 1 1 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
12,Egreedy,1,12,11.25,0.03160262107849121,728.4408450126648,None,2,[0 0 1 1 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0
 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1]
13,Egreedy,1,13,11.0,0.02352595329284668,728.4643709659576,None,1,[0 0 1 1 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0
 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1]
14,Egreedy,1,14,11.0,0.008153200149536133,728.4725241661072,None,1,[0 0 1 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0
 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1]
15,Egreedy,1,15,11.0,0.030724525451660156,728.5032486915588,None,2,[0 0 1 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0
 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 2 0 0 0 0 0 0 0 1 0 0 1 0 0 1]
