#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,5.5,0.006523609161376953,0.006523609161376953,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 1 1 1 1 0 1 1 1 1]
1,Egreedy,1,1,3.5,0.006107807159423828,0.012631416320800781,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 1 1 1 1]
2,Egreedy,1,2,3.25,0.0062181949615478516,0.018849611282348633,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1 0 1 1 1 1]
3,Egreedy,1,3,3.0,0.00620722770690918,0.025056838989257812,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1 0 1 1 0 1]
4,Egreedy,1,4,2.75,0.0060846805572509766,0.03114151954650879,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 1 0 1]
5,Egreedy,1,5,3.0,0.01180720329284668,0.04294872283935547,None,2,[0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1 0 1 0 1 1]
6,Egreedy,1,6,2.0,0.005259275436401367,0.048207998275756836,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 1]
7,Egreedy,1,7,2.25,0.005240201950073242,0.05344820022583008,None,1,[0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1]
8,Egreedy,1,8,3.5,0.00536346435546875,0.05881166458129883,None,1,[0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1]
9,Egreedy,1,9,3.25,0.005286216735839844,0.06409788131713867,None,1,[0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1]
10,Egreedy,1,10,2.0,0.010675907135009766,0.07477378845214844,None,2,[0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1]
11,Egreedy,1,11,1.5,0.02057790756225586,0.0953516960144043,None,4,[0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1]
12,Egreedy,1,12,2.0,0.011016845703125,0.1063685417175293,None,2,[0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1]
13,Egreedy,1,13,3.5,0.005211353302001953,0.11157989501953125,None,1,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 1]
14,Egreedy,1,14,4.5,0.005496978759765625,0.11707687377929688,None,1,[0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 1]
15,Egreedy,1,15,3.25,0.010337591171264648,0.12741446495056152,None,2,[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 1 1]
16,Egreedy,1,16,3.5,0.0051958560943603516,0.13261032104492188,None,1,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1]
17,Egreedy,1,17,3.5,0.01576066017150879,0.14837098121643066,None,3,[0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 1 1]
18,Egreedy,1,18,3.25,0.10475730895996094,0.2531282901763916,None,19,[0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1]
19,Egreedy,1,19,2.5,0.005419731140136719,0.2585480213165283,None,1,[0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 1 0 1]
20,Egreedy,1,20,2.5,0.016085386276245117,0.27463340759277344,None,3,[0 2 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 1 0 0 1]
21,Egreedy,1,21,3.25,0.005602121353149414,0.28023552894592285,None,1,[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1]
22,Egreedy,1,22,2.75,0.005547761917114258,0.2857832908630371,None,1,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
23,Egreedy,1,23,3.25,0.02602386474609375,0.31180715560913086,None,5,[0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0]
24,Egreedy,1,24,3.25,0.0432887077331543,0.35509586334228516,None,8,[1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0]
25,Egreedy,1,25,3.25,0.010890722274780273,0.36598658561706543,None,2,[1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0]
26,Egreedy,1,26,3.0,0.005411386489868164,0.3713979721069336,None,1,[1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0]
