#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,827.6646785736084,827.6646785736084,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
1,Egreedy,1,1,6.25,0.024222373962402344,827.6889009475708,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
2,Egreedy,1,2,7.0,0.03687262535095215,827.7257735729218,None,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
3,Egreedy,1,3,7.5,0.03701496124267578,827.7627885341644,None,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]
4,Egreedy,1,4,10.5,0.032201290130615234,827.794989824295,None,2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0
 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 2 0 0 0 0]
5,Egreedy,1,5,10.5,0.023513317108154297,827.8185031414032,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0
 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 2 0 0 0 0]
6,Egreedy,1,6,12.25,0.031720638275146484,827.8502237796783,None,2,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 1
 0 1 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0]
7,Egreedy,1,7,12.5,0.0393831729888916,827.8896069526672,None,3,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 1
 2 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0]
8,Egreedy,1,8,11.75,0.054479360580444336,827.9440863132477,None,3,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1
 2 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0]
9,Egreedy,1,9,12.0,0.04603123664855957,827.9901175498962,None,4,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1
 2 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 2 0 0 0 0]
10,Egreedy,1,10,12.25,0.023595571517944336,828.0137131214142,None,3,[0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 0 1
 2 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 2 0 0 0 0 0 0 0 1 0 2 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 2 0 0 0 0]
11,Egreedy,1,11,11.25,0.008365154266357422,828.0220782756805,None,1,[0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 2 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
12,Egreedy,1,12,10.25,0.04565000534057617,828.0677282810211,None,4,[0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
13,Egreedy,1,13,11.75,0.09442710876464844,828.1621553897858,None,6,[0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
14,Egreedy,1,14,11.5,0.015166521072387695,828.1773219108582,None,2,[0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
15,Egreedy,1,15,11.5,0.015226364135742188,828.1925482749939,None,2,[0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
16,Egreedy,1,16,11.25,0.007356882095336914,828.1999051570892,None,1,[0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
17,Egreedy,1,17,11.75,0.007073402404785156,828.206978559494,None,1,[0 2 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1
 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
18,Egreedy,1,18,11.5,0.007163524627685547,828.2141420841217,None,1,[0 2 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1
 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 2 0 0 0 0]
19,Egreedy,1,19,12.5,0.008915185928344727,828.22305727005,None,1,[1 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1
 0 0 0 0 1 2 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 0 0
 0 0 1 0 1 0 1 0 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0]
20,Egreedy,1,20,11.0,0.06304574012756348,828.2861030101776,None,4,[1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0]
21,Egreedy,1,21,10.75,0.030637025833129883,828.3167400360107,None,2,[1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0]
22,Egreedy,1,22,10.5,0.0072786808013916016,828.3240187168121,None,1,[1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0]
23,Egreedy,1,23,11.75,0.08185100555419922,828.4058697223663,None,9,[1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 1
 0 1 1 0 0 1 1 0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0]
24,Egreedy,1,24,12.75,0.03836178779602051,828.4442315101624,None,3,[1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 1 0 1
 0 1 1 0 0 1 1 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0]
25,Egreedy,1,25,13.25,0.030949831008911133,828.4751813411713,None,2,[1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 1 0 1
 0 1 1 0 0 1 1 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0]
26,Egreedy,1,26,12.75,0.03925490379333496,828.5144362449646,None,3,[1 0 0 1 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 1
 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1
 0 1 0 0 0 1 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0]
27,Egreedy,1,27,11.75,0.03077983856201172,828.5452160835266,None,2,[1 0 0 1 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1
 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 1 1 0 1
 0 1 0 0 0 1 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0]
28,Egreedy,1,28,9.5,0.03053593635559082,828.5757520198822,None,4,[1 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 1 1 0 1 2 0 0 0 0 0 1 0 1 1 0 1
 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1]
29,Egreedy,1,29,9.75,0.008608818054199219,828.5843608379364,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 1 0 1 0 0 1 1 0 1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1
 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1]
30,Egreedy,1,30,9.5,0.04813027381896973,828.6324911117554,None,4,[1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 0 1 0 1 0 0 1 1 0 1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1
 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1]
31,Egreedy,1,31,13.5,0.008685827255249023,828.6411769390106,None,1,[1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 2 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0
 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1
 0 1 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1]
32,Egreedy,1,32,14.0,0.023604154586791992,828.6647810935974,None,1,[1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 2 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0
 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1
 0 1 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1]
33,Egreedy,1,33,14.75,0.030925750732421875,828.6957068443298,None,2,[1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 2 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0
 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1
 0 0 0 0 0 1 1 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 1]
34,Egreedy,1,34,15.5,0.030863285064697266,828.7265701293945,None,2,[1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 2 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0
 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1
 0 0 0 0 0 1 1 0 0 1 1 1 1 2 0 0 0 0 0 0 0 1 1]
35,Egreedy,1,35,14.5,0.007399320602416992,828.733969449997,None,1,[1 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 2 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0
