#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,783.6482872962952,783.6482872962952,None,1,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0]
1,Egreedy,1,1,9.0,0.06319618225097656,783.7114834785461,None,7,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0
 0 0 0 0 1 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 1 1 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0]
2,Egreedy,1,2,10.75,0.012854576110839844,783.724338054657,None,2,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0
 2 0 0 0 0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 1 1 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0]
3,Egreedy,1,3,12.5,0.007754087448120117,783.7320921421051,None,1,[0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 1 0 1 0 0 0 0 0
 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0
 1 0 0 0 1 1 1 1 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0]
4,Egreedy,1,4,13.75,0.038135528564453125,783.7702276706696,None,3,[1 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 1 2 0 0 0 0
 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0
 1 1 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 1 0 1 0]
5,Egreedy,1,5,14.0,0.06805706024169922,783.8382847309113,None,5,[1 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 2 0 0 0 0
 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0
 1 1 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 1 0 1 1]
6,Egreedy,1,6,12.25,0.02418208122253418,783.8624668121338,None,1,[0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 2 0 0 0 0
 0 0 1 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 0
 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 1 1]
7,Egreedy,1,7,13.0,0.03439211845397949,783.8968589305878,None,5,[0 0 0 1 0 0 0 1 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0
 0 0 1 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0
 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 1]
8,Egreedy,1,8,14.25,0.028966903686523438,783.9258258342743,None,4,[0 0 0 1 0 1 0 1 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0
 0 0 1 0 1 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0
 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 1]
9,Egreedy,1,9,14.0,0.007189035415649414,783.9330148696899,None,1,[0 0 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0
 0 0 1 0 1 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0
 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 1]
10,Explanation,1,10,13.0,0.027457237243652344,783.9604721069336,None,1,[0 0 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0
 0 0 1 0 1 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0
 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 1]
11,Egreedy,1,11,13.75,0.00852203369140625,783.968994140625,None,1,[0 0 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0
 0 0 1 0 1 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 2 0
 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 1]
12,Egreedy,1,12,13.0,0.009456872940063477,783.9784510135651,None,1,[0 2 0 0 0 0 0 0 1 1 1 2 0 0 0 0 2 0 1 0 0 1 2 0 0 0 0 0 1 1 1 1 0 0 1 0 0
 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 1 0 2 0
 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1]
13,Egreedy,1,13,12.75,0.02436041831970215,784.0028114318848,None,1,[0 2 0 0 0 0 0 0 1 1 1 2 0 0 0 0 2 0 1 0 0 0 2 0 0 0 0 0 1 1 1 1 0 0 1 0 0
 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 1 0 2 0
 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1]
14,Egreedy,1,14,12.5,0.008155584335327148,784.0109670162201,None,1,[0 2 0 0 0 0 0 0 1 1 1 2 0 0 0 0 2 0 1 0 0 0 2 0 0 0 0 0 0 1 1 1 0 0 1 0 0
 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 1 0 2 0
