#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,0.011095046997070312,0.011095046997070312,None,1,[0 0 1 1 1 1 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1]
1,Egreedy,1,1,6.25,0.0043487548828125,0.015443801879882812,None,1,[0 0 1 1 1 1 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0]
2,Egreedy,1,2,6.25,0.0038404464721679688,0.01928424835205078,None,1,[0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0]
3,Egreedy,1,3,6.0,0.0037941932678222656,0.023078441619873047,None,1,[0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0]
4,Egreedy,1,4,6.0,0.014814615249633789,0.037893056869506836,None,4,[0 2 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0]
5,Egreedy,1,5,5.75,0.003671407699584961,0.0415644645690918,None,1,[0 2 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 0 0 0]
6,Egreedy,1,6,5.5,0.0073168277740478516,0.04888129234313965,None,2,[0 2 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0]
7,Egreedy,1,7,5.75,0.01815485954284668,0.06703615188598633,None,5,[0 2 0 0 0 0 0 1 1 1 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0]
8,Egreedy,1,8,4.0,0.0038471221923828125,0.07088327407836914,None,1,[0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0]
9,Egreedy,1,9,4.75,0.007574319839477539,0.07845759391784668,None,2,[1 2 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 1 0 1 2 0 0 0 0]
10,Egreedy,1,10,4.0,0.011034965515136719,0.0894925594329834,None,3,[1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 1 0 1 1 0 1 2 0 0 0 0]
11,Egreedy,1,11,3.75,0.007321834564208984,0.09681439399719238,None,2,[1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 1 2 0 0 0 0]
12,Egreedy,1,12,5.0,0.018178939819335938,0.11499333381652832,None,5,[1 0 1 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 1 2 0 0 0 0]
13,Egreedy,1,13,3.75,0.007233381271362305,0.12222671508789062,None,2,[1 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 1 2 0 0 0 0]
14,Egreedy,1,14,3.75,0.007229328155517578,0.1294560432434082,None,2,[1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 1 1 0 1 2 0 0 0 0]
15,Egreedy,1,15,4.25,0.0035905838012695312,0.13304662704467773,None,1,[1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1 2 0 0 0 0]
16,Egreedy,1,16,3.5,0.007372140884399414,0.14041876792907715,None,2,[1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1 0 1 0 0 0]
17,Egreedy,1,17,3.25,0.003542661666870117,0.14396142959594727,None,1,[1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 1 0 0 0]
18,Egreedy,1,18,3.0,0.007067203521728516,0.15102863311767578,None,2,[1 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 1 0 0 0]
19,Egreedy,1,19,3.0,0.007027149200439453,0.15805578231811523,None,2,[1 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0]
20,Egreedy,1,20,2.75,0.007318973541259766,0.165374755859375,None,2,[1 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 1 1 1 0 0 0 0 0]
21,Egreedy,1,21,3.5,0.01439356803894043,0.17976832389831543,None,4,[1 0 0 0 1 1 2 0 0 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0]
22,Egreedy,1,22,3.5,0.007405996322631836,0.18717432022094727,None,2,[1 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1]
23,Egreedy,1,23,4.25,0.014496088027954102,0.20167040824890137,None,4,[1 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 0 1]
24,Egreedy,1,24,3.5,0.0037157535552978516,0.20538616180419922,None,1,[1 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 1]
25,Egreedy,1,25,3.75,0.003813028335571289,0.2091991901397705,None,1,[0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 1]
26,Egreedy,1,26,3.5,0.003628253936767578,0.21282744407653809,None,1,[0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 0]
27,Egreedy,1,27,2.5,0.0039331912994384766,0.21676063537597656,None,1,[0 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0]
28,Egreedy,1,28,2.0,0.053559064865112305,0.27031970024108887,None,14,[1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0]
29,Egreedy,1,29,2.75,0.007750988006591797,0.27807068824768066,None,2,[1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0]
30,Egreedy,1,30,2.5,0.0036859512329101562,0.2817566394805908,None,1,[1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0]
31,Egreedy,1,31,1.5,0.003982067108154297,0.2857387065887451,None,1,[1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0]
32,Egreedy,1,32,1.25,0.011359214782714844,0.29709792137145996,None,3,[1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0]
33,Egreedy,1,33,2.0,0.007676124572753906,0.30477404594421387,None,2,[1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0]
34,Egreedy,1,34,3.0,0.003961086273193359,0.3087351322174072,None,1,[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0]
35,Egreedy,1,35,3.0,0.0076138973236083984,0.3163490295410156,None,2,[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0]
36,Egreedy,1,36,4.25,0.0036306381225585938,0.3199796676635742,None,1,[1 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0]
37,Egreedy,1,37,3.25,0.011482954025268555,0.3314626216888428,None,3,[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0]
38,Egreedy,1,38,3.75,0.003897428512573242,0.335360050201416,None,1,[1 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0]
39,Egreedy,1,39,4.25,0.003974199295043945,0.33933424949645996,None,1,[1 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0]
40,Egreedy,1,40,4.0,0.0036017894744873047,0.34293603897094727,None,1,[1 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0]
41,Egreedy,1,41,2.75,0.003920078277587891,0.34685611724853516,None,1,[1 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0]
42,Egreedy,1,42,4.5,0.0038254261016845703,0.3506815433502197,None,1,[0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0]
43,Egreedy,1,43,3.5,0.003900766372680664,0.3545823097229004,None,1,[0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0]
44,Egreedy,1,44,3.25,0.0035369396209716797,0.35811924934387207,None,1,[0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0]
45,Egreedy,1,45,4.0,0.00403594970703125,0.3621551990509033,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0]
46,Egreedy,1,46,4.5,0.02980327606201172,0.39195847511291504,None,8,[0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
47,Egreedy,1,47,4.0,0.022804737091064453,0.4147632122039795,None,6,[0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
48,Egreedy,1,48,3.5,0.007627725601196289,0.4223909378051758,None,2,[1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
49,Egreedy,1,49,2.25,0.0036389827728271484,0.42602992057800293,None,1,[1 0 0 1 0 0 2 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
50,Egreedy,1,50,4.5,0.026882171630859375,0.4529120922088623,None,7,[0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 0 1 0 1 0 1 0 0 1]
51,Egreedy,1,51,4.5,0.00741124153137207,0.4603233337402344,None,2,[0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 1 0 0 1 0 1 0 0 1]
52,Egreedy,1,52,4.25,0.0036737918853759766,0.46399712562561035,None,1,[0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 2 0 0 0 0 0 1 0 0 1 0 1 0 0 1]
53,Egreedy,1,53,4.0,0.0038614273071289062,0.46785855293273926,None,1,[0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 1 0 0 1]
54,Egreedy,1,54,3.75,0.0038232803344726562,0.4716818332672119,None,1,[0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
55,Egreedy,1,55,4.75,0.007201433181762695,0.4788832664489746,None,2,[0 2 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1]
56,Egreedy,1,56,4.5,0.0035119056701660156,0.4823951721191406,None,1,[0 2 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1]
57,Egreedy,1,57,3.75,0.007067203521728516,0.48946237564086914,None,2,[0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1]
58,Egreedy,1,58,3.25,0.0037496089935302734,0.4932119846343994,None,1,[1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
59,Egreedy,1,59,5.5,0.025292634963989258,0.5185046195983887,None,7,[0 2 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0]
60,Egreedy,1,60,4.5,0.01090240478515625,0.5294070243835449,None,3,[0 2 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0]
61,Egreedy,1,61,3.25,0.003883838653564453,0.5332908630371094,None,1,[1 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 1 0 0 2 0 0 0 0 0 0 1 0 1]
62,Egreedy,1,62,3.5,0.0036439895629882812,0.5369348526000977,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 1 0 0 2 0 0 0 0 0 0 1 0 1]
63,Egreedy,1,63,4.5,0.003818035125732422,0.5407528877258301,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 2 0 0 0 0 0 0 1 0 1]
64,Egreedy,1,64,5.5,0.01806020736694336,0.5588130950927734,None,5,[0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 1 0 1]
65,Egreedy,1,65,4.75,0.003594636917114258,0.5624077320098877,None,1,[0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1]
66,Egreedy,1,66,5.25,0.003543853759765625,0.5659515857696533,None,1,[0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 1]
67,Egreedy,1,67,5.0,0.03206324577331543,0.5980148315429688,None,9,[0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 1 0 1]
68,Egreedy,1,68,4.5,0.003732919692993164,0.6017477512359619,None,1,[0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 2 0 0 0 0]
