#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,0.011150121688842773,0.011150121688842773,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1]
1,Egreedy,1,1,6.25,0.004958152770996094,0.016108274459838867,None,1,[0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0]
2,Egreedy,1,2,4.25,0.004653215408325195,0.020761489868164062,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0]
3,Egreedy,1,3,4.0,0.0042688846588134766,0.02503037452697754,None,1,[0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0]
4,Egreedy,1,4,3.0,0.004512786865234375,0.029543161392211914,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0]
5,Egreedy,1,5,2.75,0.011614322662353516,0.04115748405456543,None,2,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 1 0]
6,Egreedy,1,6,2.5,0.004993438720703125,0.046150922775268555,None,1,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 0 0]
7,Egreedy,1,7,2.5,0.02295517921447754,0.0691061019897461,None,3,[0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0]
8,Egreedy,1,8,2.75,0.022475719451904297,0.09158182144165039,None,4,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0 1 0 1 0]
9,Egreedy,1,9,3.0,0.01930975914001465,0.11089158058166504,None,3,[0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 0]
10,Egreedy,1,10,3.0,0.007134675979614258,0.1180262565612793,None,1,[1 2 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 1 2 0 0 0 0]
11,Egreedy,1,11,2.75,0.006664752960205078,0.12469100952148438,None,1,[1 2 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 1 0 1 2 0 0 0 0]
12,Egreedy,1,12,3.75,0.011832237243652344,0.13652324676513672,None,2,[1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 1 0 1 2 0 0 0 0]
13,Egreedy,1,13,3.0,0.005409717559814453,0.14193296432495117,None,1,[1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0]
14,Egreedy,1,14,4.5,0.03393077850341797,0.17586374282836914,None,6,[1 0 1 0 0 0 0 0 1 0 1 2 0 0 0 0 0 1 1 1 0 2 0 0 0 0 0 1 0 0 0]
15,Egreedy,1,15,5.75,0.010967493057250977,0.18683123588562012,None,2,[1 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1 0 2 0 0 0 0 0 1 0 0 0]
16,Egreedy,1,16,5.5,0.005428791046142578,0.1922600269317627,None,1,[1 0 1 1 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 1 0 0 0]
17,Egreedy,1,17,5.25,0.005483865737915039,0.19774389266967773,None,1,[1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 1 0 0 0]
18,Egreedy,1,18,5.75,0.005196571350097656,0.2029404640197754,None,1,[1 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0]
19,Egreedy,1,19,5.0,0.010795831680297852,0.21373629570007324,None,2,[1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0]
20,Egreedy,1,20,5.0,0.0160369873046875,0.22977328300476074,None,3,[1 0 0 0 0 0 2 0 0 0 0 0 0 1 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0]
21,Egreedy,1,21,5.25,0.016245126724243164,0.2460184097290039,None,3,[1 0 0 0 0 1 2 0 0 0 0 0 0 1 1 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0]
22,Egreedy,1,22,4.75,0.006005048751831055,0.25202345848083496,None,1,[1 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 0 1 1 0 0 2 0 0 0 0 0 1 0 0 0]
23,Egreedy,1,23,4.75,0.016944408416748047,0.268967866897583,None,3,[1 0 0 0 1 1 2 0 0 0 0 0 1 1 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0]
