#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel
0,NewPanel,1,0,6.5,386.50360584259033,386.50360584259033,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 0 0 0 0 0 0 0 0 0 0]
1,Egreedy,1,1,6.5,0.014076948165893555,386.5176827907562,None,2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 1 1 0 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 0 0 0 0 0 0 0 0 0 0]
2,Egreedy,1,2,6.5,0.013024330139160156,386.5307071208954,None,2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 1 1 0 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 0 0 0 0 0 0 0 0 0 0]
3,Egreedy,1,3,7.25,0.01297450065612793,386.5436816215515,None,2,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 1 0 0 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
 1 0 0 0 0 0 0 0 0 0 0]
4,Egreedy,1,4,10.25,0.02089524269104004,386.56457686424255,None,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 2 0 1 1 0 0 0 0 0 0 0 0 0
 1 1 0 2 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 1 1 0 0]
5,Egreedy,1,5,10.0,0.006826162338256836,386.5714030265808,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 2 0 1 1 0 0 0 0 0 0 0 0 0
 1 1 0 2 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 1 1 0 0]
6,Egreedy,1,6,9.0,0.006840229034423828,386.57824325561523,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0
 1 1 0 2 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 1 1 0 0]
7,Egreedy,1,7,8.75,0.006794929504394531,386.58503818511963,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0
 1 1 0 2 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1
 0 0 0 0 0 0 0 1 1 0 0]
8,Egreedy,1,8,10.0,0.008044004440307617,386.59308218955994,None,1,[0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 1 1 1 0]
9,Egreedy,1,9,11.0,0.021129131317138672,386.6142113208771,None,3,[0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 2 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 1 1 0]
10,Egreedy,1,10,11.75,0.013966798782348633,386.6281781196594,None,2,[0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 2 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 1 1 0]
11,Egreedy,1,11,10.75,0.006911277770996094,386.6350893974304,None,1,[0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 2 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 1 1 0]
12,Egreedy,1,12,9.75,0.006949663162231445,386.64203906059265,None,1,[0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 1 1 0]
13,Egreedy,1,13,10.75,0.0276792049407959,386.66971826553345,None,4,[0 0 1 1 1 0 0 1 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 2 0 0 0 0]
14,Egreedy,1,14,9.75,0.006997585296630859,386.6767158508301,None,1,[0 0 1 1 1 0 0 1 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 0 0 2 0 0 0 0]
