#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel,si,ni
0,NewPanel,1,0,6.5,739.1630859375,739.1630859375,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0
 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
1,Egreedy,1,1,12.5,0.09322738647460938,739.2563133239746,None,12,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 1 1 2 0 0 0 0 0 1 1 1
 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 2 0 0 0 0 0 1 1 0 0 2
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0
 1 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
2,Egreedy,1,2,15.25,0.010396003723144531,739.2667093276978,None,1,[0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 0 1 1 1 0 2 0 0 0 0 0 1 1 1
 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 2
 0 0 0 0 0 0 1 0 0 0 1 1 1 0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0
 1 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
3,Egreedy,1,3,15.75,0.00952291488647461,739.2762322425842,None,1,[0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 0 1 1 1 0 2 0 0 0 0 0 1 1 1
 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 2
 0 0 0 0 0 0 1 0 0 0 1 1 1 0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 2 0 0
 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
4,Egreedy,1,4,14.75,0.0181734561920166,739.2944056987762,None,2,[0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1
 0 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 2
 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1
 0 0 0 0 0 1 1],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
5,Egreedy,1,5,14.5,0.007920026779174805,739.3023257255554,None,1,[0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 2 0 0 0 0 0 1 1 1
